timestamp,open,high,low,close,volume,trades
2020-01-01,100.0,101.3994,98.6006,100.0,1280253,11520
2020-01-02,100.3491,101.1815,99.9543,100.785,1271792,12629
2020-01-03,100.5153,101.9592,99.1911,100.6335,1064527,14473
2020-01-04,101.507,101.9173,101.3061,101.716,808020,8072
2020-01-05,101.9317,104.7579,101.3988,104.2131,829491,9098
2020-01-06,105.1132,105.5719,103.5212,103.9749,1022112,10350
2020-01-07,103.4431,104.0275,103.1769,103.7605,502492,8310
2020-01-08,103.5098,108.1999,101.8806,106.5233,635506,5248
2020-01-09,107.081,109.8556,105.2778,108.0364,863456,11474
2020-01-10,107.9431,108.897,106.5316,107.4814,1195889,7826
2020-01-11,108.223,109.3699,107.546,108.69,1126123,11618
2020-01-12,108.3909,109.1189,107.4581,108.1847,993637,12313
2020-01-13,107.9843,108.8176,106.8677,107.6988,148155,8038
2020-01-14,107.5036,109.6915,106.2999,108.4769,620294,10423
2020-01-15,108.6649,108.7159,105.4093,105.4588,1145450,10880
2020-01-16,105.9841,106.5074,102.3494,102.8572,539440,6840
2020-01-17,103.2945,103.6546,101.9519,102.3086,902726,8870
2020-01-18,102.5039,102.9447,100.5781,101.0125,1319468,12074
2020-01-19,100.9133,102.0659,100.841,101.9929,990128,11405
2020-01-20,102.3665,102.4491,100.826,100.9075,1023850,6122
2020-01-21,101.0823,102.0911,97.9971,98.985,135705,9855
2020-01-22,99.5335,103.0221,98.4984,101.9618,1184530,8815
2020-01-23,102.9375,103.1338,101.9146,102.1093,1068348,12081
2020-01-24,102.1861,103.1674,101.8131,102.7922,1723503,13502
2020-01-25,103.3322,104.4746,99.7317,100.8466,1357114,13063
2020-01-26,101.6702,102.8357,99.3383,100.4903,1096505,8973
2020-01-27,100.6555,101.6275,100.332,101.302,1126896,13861
2020-01-28,101.1783,102.1538,98.9319,99.895,1359108,9340
2020-01-29,100.2452,101.5109,99.9469,101.2098,1415699,11778
2020-01-30,101.1222,101.1379,100.7954,100.8111,671745,5478
2020-01-31,100.3842,101.9839,99.389,100.9828,361955,5531
2020-02-01,101.8119,102.84,99.5941,100.61,800170,13505
2020-02-02,100.4466,107.3088,97.9361,104.6922,1692191,10681
2020-02-03,105.2274,108.0171,102.6602,105.4446,1423508,13245
2020-02-04,105.8945,106.6982,103.4311,104.2221,1087331,10645
2020-02-05,103.8292,106.8921,103.5378,106.593,492425,7265
2020-02-06,106.0048,106.1955,104.867,105.056,1422543,13949
2020-02-07,104.5361,107.3071,103.5527,106.307,713106,8116
2020-02-08,105.7923,105.9038,103.2294,103.3383,602542,6809
2020-02-09,102.5152,102.9668,101.2132,101.661,995707,11083
2020-02-10,102.3544,103.026,102.2262,102.8971,872297,9606
2020-02-11,102.9223,105.2457,102.8805,105.203,792118,7634
2020-02-12,106.1233,107.7864,104.8033,106.4622,799141,7558
2020-02-13,106.3052,108.5138,104.9788,107.1765,802427,9570
2020-02-14,108.326,109.6125,106.2554,107.5325,1097122,11753
2020-02-15,107.4329,107.5723,105.3676,105.5045,1015212,9782
2020-02-16,106.6706,107.2653,104.4499,105.0354,593878,7792
2020-02-17,104.6134,106.8153,102.8986,105.0927,1516208,11473
2020-02-18,105.9484,108.6132,105.5467,108.203,941770,8545
2020-02-19,107.8517,111.2883,106.5317,109.9427,1015298,8536
2020-02-20,109.0874,109.4483,106.9179,107.2728,1251227,7268
2020-02-21,107.9313,110.2965,106.6257,108.9782,1503641,13356
2020-02-22,108.9478,109.8376,108.3395,109.2277,1026326,11209
2020-02-23,109.3202,110.8657,107.3265,108.8656,971235,8048
2020-02-24,109.5384,112.4442,108.343,111.2303,1186419,8747
2020-02-25,111.905,114.7252,111.7464,114.5629,1697380,14273
2020-02-26,114.3858,117.9404,114.2331,117.7831,955219,11192
2020-02-27,117.3202,118.882,115.4699,117.0278,453921,8285
2020-02-28,115.768,117.9485,115.3182,117.492,1753416,13754
2020-02-29,117.5401,119.5547,117.4238,119.4366,1279915,10819
2020-03-01,119.6287,123.7515,118.8295,122.9303,1298949,11144
2020-03-02,123.26,124.3675,121.905,123.0102,1012233,10042
2020-03-03,123.3021,123.8326,123.2713,123.8016,1250759,14034
2020-03-04,123.808,125.4322,120.7405,122.3455,683254,7805
2020-03-05,122.2311,122.3004,120.6162,120.6845,1161955,10668
2020-03-06,120.7234,126.2918,118.3386,123.8453,720631,8314
2020-03-07,124.2167,130.3915,122.3153,128.4256,1371677,11431
2020-03-08,128.5211,129.9693,128.0879,129.5326,823432,8512
2020-03-09,129.643,133.6305,129.4348,133.4163,1002854,10888
2020-03-10,134.0497,137.7246,132.0592,135.7094,239776,8067
2020-03-11,135.5569,137.1431,133.7316,135.3149,466240,8414
2020-03-12,134.9248,141.1961,131.4289,137.63,839922,9983
2020-03-13,137.7562,143.2321,137.7351,143.2101,1181182,11145
2020-03-14,144.0669,144.7389,143.8385,144.5098,996673,8116
2020-03-15,143.8705,150.693,143.6217,150.4328,1515728,9834
2020-03-16,151.5394,151.8566,143.7069,144.0084,807345,11116
2020-03-17,145.3232,148.756,144.338,147.7543,856654,13597
2020-03-18,148.3026,149.8619,147.8587,149.4147,1393550,15090
2020-03-19,148.8519,150.6167,148.1672,149.927,796845,13010
2020-03-20,149.6532,151.8787,149.3768,151.5987,596544,6039
2020-03-21,151.1008,152.6827,145.4314,146.9701,1166997,13206
2020-03-22,147.702,148.8198,146.5459,147.6634,577051,10887
2020-03-23,147.4782,152.0391,145.5194,150.0462,1168482,11754
2020-03-24,149.5634,157.2553,148.1757,155.8096,1027928,10676
2020-03-25,156.2052,157.0461,154.7245,155.5619,1329394,10917
2020-03-26,154.7493,157.7922,151.3588,154.3947,1621058,10898
2020-03-27,154.181,154.655,153.6881,154.162,1245827,12950
2020-03-28,154.0332,158.7107,153.5979,158.2635,928308,12856
2020-03-29,158.845,161.6649,157.7921,160.6003,1354497,12134
2020-03-30,160.9212,161.9694,159.1607,160.2042,847899,10412
2020-03-31,160.2213,163.6103,159.7265,163.1066,1516855,13065
2020-04-01,163.5678,167.5863,160.6877,164.6866,1239010,11957
2020-04-02,165.2409,169.3337,165.0121,169.0996,639159,7777
2020-04-03,168.6087,169.6011,167.0175,168.0064,1505223,13315
2020-04-04,168.3799,170.3948,166.126,168.138,823044,8847
2020-04-05,167.4781,169.1172,166.3924,168.0279,963788,10658
2020-04-06,167.6604,168.8715,163.1564,164.3436,892587,12916
2020-04-07,164.5282,167.9562,162.9938,166.4044,576488,4360
2020-04-08,167.4549,169.2722,166.5307,168.3432,1775088,12746
2020-04-09,169.6412,173.0444,166.0276,169.4265,1619373,15513
2020-04-10,169.9284,171.2511,168.3688,169.6896,839764,7562
2020-04-11,169.5452,170.3136,165.2603,166.0127,1208933,12955
2020-04-12,167.2392,169.1485,163.7149,165.6056,942344,8278
2020-04-13,165.5372,165.7387,165.2174,165.4188,1463367,13578
2020-04-14,166.9523,168.9909,161.7287,163.7279,1179750,10445
2020-04-15,163.4232,165.8389,161.6439,164.0528,1570173,15937
2020-04-16,163.1344,166.3648,162.9046,166.1308,471912,8005
2020-04-17,165.7437,175.683,163.1005,172.9253,1154818,9708
2020-04-18,170.4419,174.3192,170.395,174.2713,1537525,16010
2020-04-19,173.7465,176.6871,172.932,175.8627,702769,9117
2020-04-20,176.9416,177.1188,176.1375,176.3141,942728,7957
2020-04-21,176.1145,176.7615,169.9273,170.5539,1278209,9784
2020-04-22,170.3227,171.1053,170.2863,171.0687,783299,4068
2020-04-23,171.699,172.3084,171.2159,171.825,1024517,11154
2020-04-24,171.3704,181.7354,170.0093,180.3033,631525,8744
2020-04-25,180.7238,180.7882,180.0959,180.1601,522243,9940
2020-04-26,179.4302,182.0007,179.0703,181.6364,1348264,9709
2020-04-27,182.0259,183.2875,180.6805,181.9416,1053240,9532
2020-04-28,182.0199,183.9714,176.4694,178.3819,127732,6511
2020-04-29,176.2744,184.3132,174.4945,182.4708,1190265,15066
2020-04-30,181.8066,185.6213,181.4741,185.2825,1412566,10770
2020-05-01,184.8352,190.0082,183.0731,188.2139,1040797,13453
2020-05-02,187.9764,188.525,184.7597,185.3004,532658,9429
2020-05-03,185.1332,196.2478,179.2217,190.1753,1090015,8946
2020-05-04,191.2673,191.484,185.2611,185.4712,570648,9691
2020-05-05,187.2084,189.5194,185.1865,187.4944,869144,11907
2020-05-06,188.2938,195.814,187.3811,194.8694,746432,7445
2020-05-07,194.5432,195.3285,190.6261,191.3987,718613,9440
2020-05-08,190.3771,190.4232,189.353,189.3989,1433978,12010
2020-05-09,188.3928,190.4218,187.5859,189.6097,946118,11702
2020-05-10,192.0647,193.178,186.6735,187.7618,1103675,10907
2020-05-11,188.0796,188.6352,181.9155,182.4544,1052304,12896
2020-05-12,183.4943,185.9112,180.0158,182.4185,969612,5604
2020-05-13,183.6014,183.6434,178.7235,178.7644,703248,7506
2020-05-14,179.2531,180.3163,178.8248,179.8865,894155,8687
2020-05-15,181.3394,181.9239,176.1005,176.6699,1369759,14891
2020-05-16,176.2886,181.6497,175.5769,180.9193,997732,8181
2020-05-17,179.8527,181.9888,175.9302,178.0448,862236,9713
2020-05-18,177.8144,178.8576,175.535,176.571,858945,11037
2020-05-19,176.6825,181.8947,173.2568,178.435,706630,7177
2020-05-20,178.5952,179.2214,173.5695,174.1803,1149325,12016
2020-05-21,174.5372,174.9583,173.7979,174.2182,1207320,14836
2020-05-22,173.3693,179.2761,171.45,177.3131,964548,5477
2020-05-23,176.8385,176.9986,171.7744,171.9301,1103831,10900
2020-05-24,171.5557,172.5996,170.6755,171.7185,925683,11106
2020-05-25,170.9154,173.5394,169.0592,171.6751,842287,10827
2020-05-26,173.2529,173.6401,172.6453,173.032,897041,9446
2020-05-27,173.7241,176.532,166.0317,168.7594,685411,6291
2020-05-28,170.2028,170.3806,164.1808,164.3525,954105,9910
2020-05-29,163.5904,165.2259,163.2004,164.833,1298368,12494
2020-05-30,165.658,170.1361,160.2378,164.6897,1204310,9713
2020-05-31,165.1107,167.3787,162.1305,164.3887,967918,11745
2020-06-01,165.4694,168.1831,161.6013,164.2957,1230699,11304
2020-06-02,164.0935,165.4773,160.2039,161.5663,1659292,12944
2020-06-03,162.0118,162.0825,161.0481,161.1184,1509131,11300
2020-06-04,160.5202,162.9089,158.4013,160.7865,817442,9013
2020-06-05,160.2298,162.4832,155.7521,157.9737,977214,6876
2020-06-06,158.0388,163.6611,155.7353,161.3099,911037,8050
2020-06-07,162.3911,165.4362,158.2997,161.3249,1036103,9860
2020-06-08,161.4968,162.7112,156.0563,157.2387,907640,7946
2020-06-09,157.2554,160.6514,154.2657,157.6541,987181,8519
2020-06-10,156.2328,158.7077,151.656,154.0971,1087706,11455
2020-06-11,154.7867,155.5344,154.0389,154.7866,1051943,13484
2020-06-12,154.5788,157.7577,153.2012,156.3642,358939,5356
2020-06-13,155.5924,155.7966,152.8959,153.0968,1024111,9670
2020-06-14,153.2259,154.8572,152.5488,154.1759,676130,11202
2020-06-15,154.1904,155.2824,152.8173,153.9073,1070457,12258
2020-06-16,153.436,155.1909,152.8813,154.6319,658317,8508
2020-06-17,154.471,158.2286,154.2724,158.0255,435611,6080
2020-06-18,158.1518,159.7771,154.4226,156.0261,1380176,10168
2020-06-19,156.3593,157.3698,151.7519,152.7389,1537440,10299
2020-06-20,153.5031,154.5325,148.1532,149.1534,1422335,11611
2020-06-21,149.3476,149.5481,145.6089,145.8047,1244685,12810
2020-06-22,146.7556,149.1954,141.8907,144.2895,1318506,13845
2020-06-23,143.9931,145.5853,142.1911,143.7809,940978,9088
2020-06-24,144.7229,146.7427,141.1133,143.1107,835247,8757
2020-06-25,142.534,145.1498,141.1588,143.7627,1493092,9996
2020-06-26,143.7438,144.1465,142.036,142.435,760081,9648
2020-06-27,142.4247,145.3942,141.6467,144.6043,1004295,9148
2020-06-28,144.5404,145.0752,142.0346,142.5621,922909,12811
2020-06-29,142.3515,148.8919,141.3594,147.8614,902658,11859
2020-06-30,147.7821,148.6903,147.1204,148.0275,530585,5399
2020-07-01,148.1333,150.6998,141.8767,144.378,1675359,14652
2020-07-02,143.0779,143.8543,139.5014,140.2626,766169,7589
2020-07-03,139.9315,142.8459,137.1618,140.0735,1225213,8980
2020-07-04,141.5261,142.8272,136.8712,138.1412,242109,5638
2020-07-05,139.4939,141.209,136.8234,138.5266,1154514,9841
2020-07-06,140.3582,142.4677,136.2459,138.3249,1076651,11318
2020-07-07,138.3927,138.819,136.3543,136.7756,887934,9977
2020-07-08,137.2007,137.7078,132.8463,133.3391,1114846,10515
2020-07-09,133.3049,135.6684,126.0956,128.3717,1384206,10109
2020-07-10,127.9894,129.7485,124.3301,126.0628,362566,13088
2020-07-11,126.2035,126.8544,126.1342,126.7848,1090946,11496
2020-07-12,127.137,127.2509,125.9195,126.0324,944024,9417
2020-07-13,126.7468,127.4992,121.1874,121.911,118857,6906
2020-07-14,121.8996,122.3732,120.6365,121.107,1338207,13586
2020-07-15,121.3535,122.5326,119.6165,120.7902,589978,6696
2020-07-16,121.3659,121.9886,117.031,117.6346,1221840,12141
2020-07-17,117.8886,118.8322,115.9016,116.8368,1229494,13525
2020-07-18,117.0421,118.2946,114.6038,115.8435,995585,8214
2020-07-19,115.412,116.1913,111.4949,112.2528,957459,8202
2020-07-20,111.19,112.1872,110.9529,111.9484,1001901,8375
2020-07-21,112.4732,114.2813,110.2838,112.0857,774478,7334
2020-07-22,112.5505,113.5666,112.3324,113.3469,925345,5619
2020-07-23,112.6445,114.6452,112.577,114.5765,1086390,13153
2020-07-24,112.8467,113.0541,110.3154,110.5186,1546697,15211
2020-07-25,110.2469,111.1368,106.6697,107.5376,708984,9497
2020-07-26,108.1077,111.0911,104.6725,107.6431,1120252,9583
2020-07-27,106.6909,108.5096,105.9497,107.7609,877343,8338
2020-07-28,107.3178,109.1065,106.1148,107.897,1000823,9985
2020-07-29,107.9807,115.9694,107.0897,115.0204,741500,7391
2020-07-30,114.2464,116.2695,113.3104,115.3247,858652,11042
2020-07-31,115.4363,117.9098,114.4541,116.9149,960101,10581
2020-08-01,117.0701,118.8237,116.3878,118.1353,268870,6075
2020-08-02,118.6824,119.8374,117.5366,118.6915,1377952,12067
2020-08-03,118.325,118.699,116.6547,117.0246,1185717,13336
2020-08-04,116.7612,117.8646,116.7605,117.8639,1181059,8017
2020-08-05,117.5395,118.9743,113.7763,115.1823,859038,8999
2020-08-06,116.0188,116.3979,113.4212,113.793,1092408,11706
2020-08-07,114.3843,114.4709,111.796,111.8807,1206838,8890
2020-08-08,112.3383,112.7611,110.8532,111.272,737153,6946
2020-08-09,110.6103,117.5016,108.7933,115.6027,735440,9953
2020-08-10,115.9513,116.5822,109.949,110.5505,952805,9845
2020-08-11,110.96,111.9068,110.3905,111.3354,936430,7693
2020-08-12,111.229,113.9126,104.4809,107.0639,1248192,11202
2020-08-13,107.076,107.6618,104.8256,105.4023,647070,10463
2020-08-14,105.7807,107.5308,105.3169,107.0613,1009461,11393
2020-08-15,106.8718,107.4848,105.9728,106.5842,1033515,13265
2020-08-16,105.8021,105.9765,103.5328,103.7037,1021461,10453
2020-08-17,103.588,105.1313,100.1563,101.6711,520948,5947
2020-08-18,100.8358,102.7111,100.6584,102.5308,1498957,12536
2020-08-19,101.8848,102.5128,99.9127,100.5323,888594,8807
2020-08-20,100.8127,101.9331,99.3795,100.4965,1080359,11398
2020-08-21,101.2907,102.3189,99.1231,100.1397,762443,6297
2020-08-22,100.3732,101.3642,97.4387,98.4103,978384,9252
2020-08-23,97.9994,104.3713,95.9517,102.2351,518460,7961
2020-08-24,102.2385,103.3404,102.0443,103.1443,902884,9153
2020-08-25,102.0036,103.5678,97.0886,98.6006,579677,7365
2020-08-26,98.8907,100.4711,97.0644,98.6408,1140798,14752
2020-08-27,98.7344,99.388,96.3893,97.0317,1134582,10711
2020-08-28,97.2684,100.1837,95.5133,98.408,945936,11169
2020-08-29,97.9374,98.4001,96.1375,96.5938,1451701,12969
2020-08-30,96.5935,97.8013,94.9417,96.1439,1182919,12679
2020-08-31,95.9179,97.1656,95.6629,96.908,871244,9223
2020-09-01,96.7883,98.7503,96.4414,98.3977,816236,10569
2020-09-02,98.0782,99.3742,94.618,95.8849,1426787,10933
2020-09-03,96.368,97.0277,94.4624,95.1136,1246520,7292
2020-09-04,94.5376,95.2284,93.4195,94.1072,1008744,8135
2020-09-05,94.4301,94.5301,92.7043,92.8026,1177359,14839
2020-09-06,93.553,96.0903,93.4554,95.9901,738185,6030
2020-09-07,96.4325,96.8448,96.3095,96.7214,1454292,9369
2020-09-08,96.1157,96.4652,93.9536,94.2965,1266126,10489
2020-09-09,94.3903,96.4333,93.9781,96.0139,1134309,13143
2020-09-10,96.3405,101.2549,95.1916,100.0617,471778,7998
2020-09-11,100.0209,102.5084,99.6731,102.1532,856352,7930
2020-09-12,101.5979,102.7011,98.1161,99.1932,1203982,8722
2020-09-13,99.4226,101.1385,96.6634,98.3609,800062,11388
