Date,Open,High,Low,Close,Volume,Adj Close
2020-01-01,100.0,100.7897146194512,99.54962461064754,100.7897146194512,1127034,100.7897146194512
2020-01-02,100.74507122951685,102.45544544734244,100.22067897374778,100.89416927070597,1209910,100.89416927070597
2020-01-03,100.536129526467,101.36653001579778,100.14433992104462,100.59187765188588,892952,100.59187765188588
2020-01-04,101.51287100785648,102.74675586679328,101.0317861437197,101.2514679200021,1263478,101.2514679200021
2020-01-05,103.8319780081764,104.23420986101367,103.11429904340311,104.05012168816953,1039519,104.05012168816953
2020-01-06,103.4672888873542,104.51595978229422,103.2886098315687,103.2886098315687,1415052,103.2886098315687
2020-01-07,103.1039061448962,103.68761403421435,102.41851252238791,103.14164521033005,862162,103.14164521033005
2020-01-08,105.54625129358958,106.35687327161644,105.31788566080698,106.35687327161644,1347192,106.35687327161644
2020-01-09,106.76124917520858,107.42285636879075,106.71834130864065,106.73048275053783,1039582,106.73048275053783
2020-01-10,106.00942409673588,106.79553102049354,105.80677813803709,106.37492550708373,869716,106.37492550708373
2020-01-11,106.8721712631126,106.92306409549288,106.0962248701375,106.64672128910989,903222,106.64672128910989
2020-01-12,106.12927443762345,108.88122124610263,105.63957585498633,106.11813452829313,935930,106.11813452829313
2020-01-13,105.38786102516708,106.25152520421376,104.75098850095144,105.94772369904199,1084833,105.94772369904199
2020-01-14,105.77035931890411,105.98407311190704,105.34650179151176,105.57141572595414,1104567,105.57141572595414
2020-01-15,102.73483423457587,103.76036062145468,101.93140242633972,103.29343904106939,885259,103.29343904106939
2020-01-16,100.0766970207035,101.3836276725174,99.99717022842503,100.28918544873468,995129,100.28918544873468
2020-01-17,99.23261884016797,100.36795223414173,98.63612194404827,99.06517368662026,1428454,99.06517368662026
2020-01-18,97.72503057246388,98.06905745978953,96.41988911538053,97.91043676936427,1345508,97.91043676936427
2020-01-19,98.18567802524171,98.4721507794009,97.75887651403572,98.4721507794009,1087264,98.4721507794009
2020-01-20,96.84835363246731,97.96503319391135,96.334961471414,97.02901744580632,1007600,97.02901744580632
2020-01-21,94.79666430791686,95.88558384661926,94.3501081109385,94.3501081109385,1024006,94.3501081109385
2020-01-22,96.88074352302837,97.78224887621084,96.28918260633559,96.66940675231692,1122703,96.66940675231692
2020-01-23,96.55264288511316,96.56054711780311,95.15851378979161,96.48094714983571,795441,96.48094714983571
2020-01-24,96.65044328459174,97.40934925428331,95.3920216999046,96.62886121283861,948524,96.62886121283861
2020-01-25,94.58490512809502,94.93456923427544,94.54852024715056,94.76102376248247,666283,94.76102376248247
2020-01-26,93.81254930280619,93.96194368284769,93.61762746282383,93.86256105453981,1079844,93.86256105453981
2020-01-27,93.96863826654547,94.41985076743516,93.28881905196259,93.59219679353076,1129439,93.59219679353076
2020-01-28,92.34627877968676,92.45160834990807,91.87450568188787,92.45160834990807,903362,92.45160834990807
2020-01-29,92.86669348877363,93.15295588634817,91.6322944939882,93.0368027265413,1314797,93.0368027265413
2020-01-30,92.0300035520608,92.18455610279531,91.98135295922695,92.18455610279531,754846,92.18455610279531
2020-01-31,91.62733489961697,92.11268905211016,90.739637404381,91.9244220720973,707125,91.9244220720973
2020-02-01,90.80034330056611,91.95243027165786,90.32684776165299,91.02750455432307,1044890,91.02750455432307
2020-02-02,93.32315572618953,94.247290514648,93.28776857751372,93.45171212831012,1209419,93.45171212831012
2020-02-03,93.30426167209818,94.89643050525214,92.66201980185319,93.28462139239114,1336785,93.28462139239114
2020-02-04,91.82392761276708,93.25791456314403,91.36637974318667,91.36637974318667,908223,91.36637974318667
2020-02-05,92.95686717977527,93.07667507097703,92.20853256369439,93.07667507097703,1215736,93.07667507097703
2020-02-06,91.25458016451084,91.6840732819613,90.83342796168161,91.31143752260307,992298,91.31143752260307
2020-02-07,91.54047655961797,91.74625359547271,90.92847932605352,91.61505792815908,965474,91.61505792815908
2020-02-08,88.84963950402397,89.29225252686709,88.04664712977154,88.50932355192724,1176731,88.50932355192724
2020-02-09,87.07950672944048,87.22449219264473,86.710426037632,86.79709311858431,1130464,86.79709311858431
2020-02-10,87.33664541914494,87.6811018017178,86.32943127938682,87.61258193111604,684721,87.61258193111604
2020-02-11,88.30407332690915,88.72041979661712,86.5580231094908,88.29359468328931,1295308,88.29359468328931
2020-02-12,88.53106108593073,89.13279048713156,87.96666122560157,88.71206302553833,1276018,88.71206302553833
2020-02-13,88.37748410864178,88.62990115214109,87.96948264664627,88.38499222915115,874887,88.38499222915115
2020-02-14,87.97832230256185,88.4660104921489,87.83541356323914,87.98617598825496,1079160,87.98617598825496
2020-02-15,86.02715403956229,86.64627417602523,85.771725053805,86.26930769609086,1098806,86.26930769609086
2020-02-16,85.09826181056141,85.30746705121595,84.68707709417066,84.966518282398,1052134,84.966518282398
2020-02-17,84.51026842959294,85.05982999646757,84.45172662013216,84.53463800757578,889938,84.53463800757578
2020-02-18,85.8503336761027,86.28276444547261,85.73127421274606,85.73127421274606,865675,85.73127421274606
2020-02-19,86.29282984835265,86.8651204517337,85.48666009837851,86.18034812128195,994889,86.18034812128195
2020-02-20,84.01076398621471,84.38725388347504,83.8397712708567,83.93284262732719,1234545,83.93284262732719
2020-02-21,84.41916211418284,84.92384931416518,84.19116104330358,84.47541915481858,1108720,84.47541915481858
2020-02-22,83.93153726231638,84.34137177973268,83.6549815268796,83.81099093898109,925877,83.81099093898109
2020-02-23,83.07931070093096,83.3922927608943,82.75523078901554,83.3922927608943,1154339,83.3922927608943
2020-02-24,83.84157536766601,83.920270668869,83.55144448842617,83.6165595110055,430291,83.6165595110055
2020-02-25,85.13818473020659,86.00840928957408,84.86952121528635,85.09045499252225,1229753,85.09045499252225
2020-02-26,86.32749721245985,86.73604823182542,86.03675691970385,86.21361456733766,652057,86.21361456733766
2020-02-27,85.2407839865101,85.6138640640133,85.04317889865867,85.61080857433045,927511,85.61080857433045
2020-02-28,84.84542140647176,84.98266237288013,83.43671536368456,84.89545172499949,776066,84.89545172499949
2020-02-29,85.26701418798159,85.53096109694158,84.6727885684055,85.53096109694158,741063,85.53096109694158
2020-03-01,86.51474149091196,87.27522465335892,86.12917287598465,86.12917287598465,1232165,86.12917287598465
2020-03-02,85.89290696116761,86.46008623851046,85.06750091591252,85.9617201320884,906459,85.9617201320884
2020-03-03,85.65370512303124,86.21114603884519,85.37407978168117,85.88230564454133,1069300,85.88230564454133
2020-03-04,84.23227977856911,85.11198742760284,82.85887277000377,84.25307268258695,990615,84.25307268258695
2020-03-05,82.720891613081,82.98530407294594,82.05377322538476,82.98530407294594,1095408,82.98530407294594
2020-03-06,83.72908452038749,84.18587890416738,82.47596696138244,83.59914825530787,1015364,83.59914825530787
2020-03-07,85.43243556011959,85.793647513216,85.19219033552861,85.793647513216,743401,85.793647513216
2020-03-08,85.34015555904575,85.92872052949795,85.3275809402843,85.92872052949795,1199253,85.92872052949795
