time,open,high,low,close,volume
2023-01-01 00:00:00,1900.0,1903.8,1896.2,1900.0,5411
2023-01-01 01:00:00,1902.29,1914.97,1893.31,1899.32,11240
2023-01-01 02:00:00,1901.16,1910.38,1900.4,1902.31,9087
2023-01-01 03:00:00,1902.29,1922.22,1896.2,1909.38,13089
2023-01-01 04:00:00,1908.48,1920.81,1905.69,1908.25,13094
2023-01-01 05:00:00,1908.06,1908.27,1903.33,1907.14,6315
2023-01-01 06:00:00,1909.08,1918.35,1909.08,1914.52,18313
2023-01-01 07:00:00,1912.63,1921.95,1912.63,1918.11,8749
2023-01-01 08:00:00,1919.46,1933.28,1902.33,1915.92,11354
2023-01-01 09:00:00,1916.3,1924.06,1916.3,1918.47,16529
2023-01-01 10:00:00,1924.05,1935.36,1910.91,1916.33,9049
2023-01-01 11:00:00,1915.28,1922.68,1910.35,1914.18,6625
2023-01-01 12:00:00,1912.97,1919.2,1911.53,1915.37,9517
2023-01-01 13:00:00,1910.28,1910.28,1902.66,1906.47,8715
2023-01-01 14:00:00,1906.06,1906.22,1885.51,1898.48,15532
2023-01-01 15:00:00,1898.97,1904.55,1891.14,1895.94,8969
2023-01-01 16:00:00,1896.42,1910.6,1880.13,1891.34,10489
2023-01-01 17:00:00,1891.26,1905.47,1889.14,1892.92,10959
2023-01-01 18:00:00,1889.31,1896.74,1867.72,1888.84,8350
2023-01-01 19:00:00,1884.27,1884.27,1868.66,1882.43,10055
2023-01-01 20:00:00,1882.33,1893.55,1875.13,1889.34,4632
2023-01-01 21:00:00,1889.89,1893.02,1883.23,1888.47,6278
2023-01-01 22:00:00,1886.62,1896.13,1876.18,1888.93,12479
2023-01-01 23:00:00,1887.08,1901.77,1877.18,1882.47,10711
2023-01-02 00:00:00,1888.67,1892.11,1878.68,1880.11,8251
2023-01-02 01:00:00,1883.47,1888.14,1877.03,1880.79,5610
2023-01-02 02:00:00,1881.26,1881.26,1871.9,1875.65,12534
2023-01-02 03:00:00,1880.65,1880.71,1865.11,1877.56,12545
2023-01-02 04:00:00,1878.26,1878.73,1867.98,1874.98,11875
2023-01-02 05:00:00,1871.26,1877.53,1864.01,1873.78,13752
2023-01-02 06:00:00,1874.47,1874.47,1868.68,1871.15,10776
2023-01-02 07:00:00,1875.46,1884.67,1875.46,1879.79,14700
2023-01-02 08:00:00,1882.15,1887.61,1870.54,1879.86,14552
2023-01-02 09:00:00,1878.86,1878.86,1871.36,1875.11,10995
2023-01-02 10:00:00,1877.26,1891.43,1869.51,1878.98,8972
2023-01-02 11:00:00,1877.2,1877.2,1861.1,1873.45,7605
2023-01-02 12:00:00,1876.45,1891.0,1870.77,1874.52,10434
2023-01-02 13:00:00,1872.98,1872.98,1852.04,1865.65,11426
2023-01-02 14:00:00,1864.3,1869.13,1856.03,1859.75,9745
2023-01-02 15:00:00,1859.34,1868.59,1848.97,1860.81,11639
2023-01-02 16:00:00,1860.6,1867.74,1860.6,1864.33,14145
2023-01-02 17:00:00,1862.26,1875.3,1855.85,1865.26,5400
