time,open,high,low,close,volume
2023-01-01 00:00:00,45000.0,45090.0,44910.0,45000.0,5411
2023-01-01 01:00:00,45180.46,45868.71,44789.61,44948.83,11439
2023-01-01 02:00:00,45096.48,45510.05,45096.48,45186.86,9151
2023-01-01 03:00:00,45185.89,46454.55,45016.59,45749.21,13651
2023-01-01 04:00:00,45677.22,46343.97,45570.45,45661.78,13108
2023-01-01 05:00:00,45646.31,45666.6,45484.3,45575.45,6349
2023-01-01 06:00:00,46050.31,46256.96,46050.31,46164.63,18280
2023-01-01 07:00:00,46337.88,46548.16,46337.88,46455.25,8735
2023-01-01 08:00:00,46564.33,47353.0,45509.07,46278.97,11595
2023-01-01 09:00:00,46393.2,46612.15,46393.2,46486.18,16600
2023-01-01 10:00:00,46936.74,47522.08,46200.62,46313.38,9460
2023-01-01 11:00:00,46228.35,46500.69,46048.28,46140.56,6669
2023-01-01 12:00:00,46143.38,46328.32,46143.38,46235.85,9552
2023-01-01 13:00:00,45609.7,45609.7,45427.62,45518.66,8715
2023-01-01 14:00:00,45179.05,45179.05,44175.34,44883.08,15728
2023-01-01 15:00:00,44921.65,45046.97,44619.24,44683.29,9134
2023-01-01 16:00:00,44720.99,45515.73,43756.19,44321.1,10813
2023-01-01 17:00:00,44354.44,45114.65,44354.44,44443.33,11020
2023-01-01 18:00:00,44160.85,44428.85,42787.13,44122.53,8376
2023-01-01 19:00:00,43709.98,43709.98,42864.08,43622.74,10106
2023-01-01 20:00:00,43614.96,44173.64,43356.88,44154.93,4829
2023-01-01 21:00:00,44130.24,44130.24,43985.36,44084.19,6287
2023-01-01 22:00:00,43940.92,44370.44,43435.34,44119.06,12654
2023-01-01 23:00:00,43974.86,44801.22,43512.22,43616.19,11013
2023-01-02 00:00:00,44053.25,44053.25,43346.66,43433.53,8636
2023-01-02 01:00:00,43691.72,43746.9,43397.86,43484.83,5702
2023-01-02 02:00:00,43215.86,43215.86,43002.16,43088.33,12533
2023-01-02 03:00:00,43320.06,43320.06,42580.32,43233.59,12567
2023-01-02 04:00:00,43120.68,43120.68,42800.59,43034.61,11889
2023-01-02 05:00:00,42750.08,43030.63,42499.39,42944.74,13971
2023-01-02 06:00:00,42832.1,42832.1,42661.12,42746.61,10788
2023-01-02 07:00:00,43377.26,43477.85,43377.26,43406.47,14582
2023-01-02 08:00:00,43588.4,43707.05,43001.0,43414.87,14752
2023-01-02 09:00:00,43139.07,43139.07,42966.86,43052.96,10995
2023-01-02 10:00:00,43217.28,44008.73,42929.92,43354.96,9073
2023-01-02 11:00:00,43021.45,43021.45,42292.7,42935.58,7605
2023-01-02 12:00:00,43164.58,43982.91,42936.56,43022.6,10552
2023-01-02 13:00:00,42606.95,42606.95,41615.19,42348.86,11546
2023-01-02 14:00:00,42246.22,42316.51,41821.71,41905.52,10016
2023-01-02 15:00:00,41874.07,42279.61,41391.74,41989.04,11752
2023-01-02 16:00:00,42173.68,42342.72,42173.68,42258.2,14145
2023-01-02 17:00:00,42101.94,42796.61,41917.75,42333.72,5504
2023-01-02 18:00:00,42324.23,42395.35,42226.1,42310.72,14197
2023-01-02 19:00:00,42189.29,42308.66,42139.76,42224.21,7516
2023-01-02 20:00:00,41803.08,41803.08,41273.34,41731.54,9548
2023-01-02 21:00:00,41681.08,41681.08,41420.55,41503.56,14726
2023-01-02 22:00:00,41299.54,41846.88,41282.48,41365.21,10543
2023-01-02 23:00:00,41657.13,42164.76,41657.13,41740.61,14653
2023-01-03 00:00:00,41812.3,41960.32,41586.91,41876.57,14275
2023-01-03 01:00:00,41344.86,41344.86,41128.21,41292.94,7178
2023-01-03 02:00:00,40976.05,42345.41,40860.9,41422.16,10576
2023-01-03 03:00:00,41546.6,42278.12,41229.56,41312.18,10410
2023-01-03 04:00:00,40938.82,41152.94,40219.44,41104.79,10821
2023-01-03 05:00:00,41248.92,42106.57,41248.92,41331.58,16243
2023-01-03 06:00:00,41514.81,41990.91,41514.81,41701.29,18754
2023-01-03 07:00:00,41505.93,42432.0,41438.1,42040.25,15500
2023-01-03 08:00:00,41690.75,41857.84,41690.75,41774.29,15476
2023-01-03 09:00:00,41744.98,42060.26,41625.85,41691.6,17746
2023-01-03 10:00:00,41404.94,42308.0,41248.79,41827.62,11084
2023-01-03 11:00:00,41818.35,42310.52,41288.58,42184.51,8786
2023-01-03 12:00:00,42174.79,42174.79,41959.88,42043.97,13338
2023-01-03 13:00:00,42054.58,42089.26,41921.24,42005.25,6744
2023-01-03 14:00:00,41974.91,41974.91,41567.61,41650.91,6437
2023-01-03 15:00:00,41408.85,41408.85,40545.16,41270.05,11901
2023-01-03 16:00:00,41279.77,41609.13,41279.77,41569.67,10376
2023-01-03 17:00:00,41759.01,42139.75,41229.12,42055.64,9224
2023-01-03 18:00:00,42109.81,42267.36,41972.77,42056.89,7075
2023-01-03 19:00:00,42123.45,42512.89,42001.02,42428.03,8328
2023-01-03 20:00:00,42494.4,42664.72,42494.4,42579.56,8053
2023-01-03 21:00:00,42459.32,43473.39,42231.85,42381.67,14329
2023-01-03 22:00:00,42414.29,42689.08,42227.91,42533.29,8323
2023-01-03 23:00:00,42906.05,43180.26,42906.05,43094.07,10251
2023-01-04 00:00:00,43288.5,43421.36,43022.48,43108.7,9037
2023-01-04 01:00:00,43599.94,44080.19,43599.94,43687.32,8747
2023-01-04 02:00:00,42866.46,42866.46,42695.34,42780.9,9320
2023-01-04 03:00:00,42630.8,43182.65,42276.04,43096.46,14654
2023-01-04 04:00:00,43222.19,43641.04,42738.91,43155.23,13152
2023-01-04 05:00:00,43119.34,43125.16,42234.09,43078.98,9756
2023-01-04 06:00:00,43127.19,43227.27,43054.71,43140.99,11446
2023-01-04 07:00:00,42740.22,42740.22,42385.71,42470.66,10959
2023-01-04 08:00:00,42509.93,42509.93,42000.24,42425.08,5470
2023-01-04 09:00:00,42297.8,43155.45,42134.92,42579.73,11176
2023-01-04 10:00:00,42573.01,43210.92,42573.01,43124.67,9963
2023-01-04 11:00:00,43059.69,43059.69,42887.8,42973.75,5506
2023-01-04 12:00:00,43067.08,43128.92,42636.25,42721.7,8537
2023-01-04 13:00:00,42581.59,42581.59,42068.51,42578.57,6958
2023-01-04 14:00:00,42544.49,42998.8,42026.19,42929.15,7186
2023-01-04 15:00:00,42979.04,43312.92,42596.35,43076.79,13990
2023-01-04 16:00:00,42933.05,43870.95,41492.58,42923.48,9141
2023-01-04 17:00:00,42754.86,43505.28,42153.86,43137.58,10864
2023-01-04 18:00:00,43214.14,43379.62,43119.58,43205.99,11079
2023-01-04 19:00:00,43479.95,43813.57,43479.95,43581.54,5167
2023-01-04 20:00:00,43393.42,44298.72,42087.73,43364.99,9372
2023-01-04 21:00:00,43360.11,43761.77,41597.01,43282.57,12796
2023-01-04 22:00:00,43230.49,43822.52,42686.85,43177.7,8363
2023-01-04 23:00:00,42781.29,42781.29,42039.16,42695.9,11505
2023-01-05 00:00:00,42748.12,43029.94,42748.12,42833.78,12476
2023-01-05 01:00:00,42687.41,43540.99,41932.63,42959.38,9626
2023-01-05 02:00:00,43112.32,43112.32,42520.32,42995.04,18358
2023-01-05 03:00:00,43141.13,43171.8,42861.65,42947.02,5842
2023-01-05 04:00:00,42627.44,42627.44,42400.5,42485.47,7036
2023-01-05 05:00:00,42331.05,42407.19,42216.57,42374.55,18850
2023-01-05 06:00:00,42358.68,42375.22,41578.3,42290.63,13236
2023-01-05 07:00:00,42143.21,42183.76,41964.73,42048.83,15800
2023-01-05 08:00:00,42110.25,42438.98,41945.53,42029.59,12930
2023-01-05 09:00:00,42255.96,42289.26,41829.36,42204.85,16063
2023-01-05 10:00:00,42891.28,42977.2,42891.28,42891.42,8113
2023-01-05 11:00:00,42968.91,43265.37,42903.48,42989.46,9107
2023-01-05 12:00:00,43060.32,43512.26,42800.92,43116.52,15302
2023-01-05 13:00:00,43041.52,43214.03,43041.52,43127.78,14600
2023-01-05 14:00:00,42574.95,42574.95,41741.63,42489.97,11265
2023-01-05 15:00:00,42458.1,42603.31,41751.41,42518.27,7017
2023-01-05 16:00:00,42508.25,42662.06,42508.25,42576.91,11456
2023-01-05 17:00:00,43263.6,44379.27,43263.6,43471.51,18760
2023-01-05 18:00:00,43528.55,43528.55,43354.78,43441.66,13050
2023-01-05 19:00:00,43500.13,44393.71,43500.13,43587.3,14026
2023-01-05 20:00:00,43595.06,44337.17,43526.22,43613.45,8083
2023-01-05 21:00:00,43465.38,43465.38,43149.91,43236.38,9022
2023-01-05 22:00:00,43406.73,43975.38,42862.01,43679.04,8153
2023-01-05 23:00:00,43859.24,44532.25,43247.21,43985.81,11172
2023-01-06 00:00:00,44220.06,44397.3,44220.06,44308.68,12647
2023-01-06 01:00:00,44107.27,44107.27,42978.06,44019.23,8876
2023-01-06 02:00:00,44474.06,45428.53,44474.06,44563.19,16587
2023-01-06 03:00:00,44182.17,44182.17,43861.97,44093.98,8257
2023-01-06 04:00:00,44205.83,44435.42,44205.83,44346.72,10055
2023-01-06 05:00:00,44770.12,46464.51,44770.12,45181.83,13729
2023-01-06 06:00:00,45116.33,45144.1,44768.93,44858.64,9594
2023-01-06 07:00:00,44604.44,44783.21,44604.44,44693.82,13516
2023-01-06 08:00:00,44683.5,44862.59,44683.5,44773.05,6979
2023-01-06 09:00:00,44694.59,45076.24,44542.82,44632.08,12500
2023-01-06 10:00:00,44198.92,44198.92,43279.34,44110.7,9444
2023-01-06 11:00:00,43947.77,44267.41,43676.02,44179.06,9764
2023-01-06 12:00:00,43927.09,43927.09,43802.03,43839.42,15186
2023-01-06 13:00:00,44043.74,44408.95,43964.26,44052.36,8907
2023-01-06 14:00:00,43853.89,43853.89,43678.82,43766.35,10530
2023-01-06 15:00:00,43914.58,44454.23,43904.0,44365.5,14126
2023-01-06 16:00:00,44466.48,44675.03,44039.33,44127.59,10798
2023-01-06 17:00:00,44061.62,44096.7,43969.14,44057.25,11179
2023-01-06 18:00:00,44015.63,44485.03,43911.8,44396.24,8196
2023-01-06 19:00:00,44413.86,44549.96,43153.04,43996.74,10894
2023-01-06 20:00:00,44041.74,44213.81,43759.66,44125.56,11480
2023-01-06 21:00:00,44554.27,44668.04,44554.27,44643.56,10141
2023-01-06 22:00:00,44370.66,44370.66,44016.94,44105.16,8899
2023-01-06 23:00:00,44307.76,44307.76,43910.39,44219.32,11993
2023-01-07 00:00:00,44285.26,44449.59,43908.15,44360.87,7683
2023-01-07 01:00:00,44603.09,44781.86,44603.09,44692.48,13449
2023-01-07 02:00:00,44533.38,45089.28,43766.56,44289.25,9457
2023-01-07 03:00:00,43948.19,43948.19,43792.59,43860.47,11253
2023-01-07 04:00:00,44008.53,44968.22,44008.53,44096.72,5599
2023-01-07 05:00:00,44164.5,44621.21,44164.5,44253.01,12420
2023-01-07 06:00:00,44394.82,44441.18,43807.02,44392.89,16705
2023-01-07 07:00:00,44235.91,45116.45,44235.91,44568.14,10835
2023-01-07 08:00:00,44516.37,44968.9,44031.67,44370.87,23698
2023-01-07 09:00:00,44416.46,45215.06,44416.46,44505.47,8169
2023-01-07 10:00:00,44790.38,44837.03,43992.46,44663.02,15483
2023-01-07 11:00:00,44543.65,44543.65,44365.83,44454.74,21962
2023-01-07 12:00:00,45093.93,45398.31,45093.93,45184.3,14818
2023-01-07 13:00:00,45277.23,45825.73,45198.03,45411.18,7943
2023-01-07 14:00:00,45087.69,45239.58,44287.93,45022.32,10226
2023-01-07 15:00:00,45226.96,46139.98,45226.96,45317.59,17058
2023-01-07 16:00:00,44922.04,45101.5,43840.55,45011.47,7086
2023-01-07 17:00:00,45094.47,45935.62,44873.53,45355.1,16860
2023-01-07 18:00:00,45747.22,45930.58,45747.22,45838.9,7801
2023-01-07 19:00:00,45768.53,46464.01,45292.3,45586.45,19216
2023-01-07 20:00:00,45908.36,46426.93,45908.36,46000.36,8309
2023-01-07 21:00:00,45900.15,47042.26,45793.63,46210.57,9528
2023-01-07 22:00:00,46483.05,46669.35,46483.05,46576.2,8716
2023-01-07 23:00:00,47054.55,47878.31,47054.55,47352.97,10468
2023-01-08 00:00:00,47284.17,47719.18,47219.47,47314.1,12934
2023-01-08 01:00:00,47036.27,47094.73,46567.86,47079.13,13491
2023-01-08 02:00:00,46941.2,46941.2,46771.89,46793.86,8801
2023-01-08 03:00:00,46632.26,46632.26,46438.53,46539.18,9333
2023-01-08 04:00:00,46747.68,47530.0,45037.8,46566.77,12924
2023-01-08 05:00:00,46805.92,47150.6,44742.2,46754.06,7390
2023-01-08 06:00:00,46830.26,47011.51,46680.87,46917.67,12227
2023-01-08 07:00:00,47197.91,47941.07,47197.91,47292.49,11442
2023-01-08 08:00:00,47451.69,47451.69,46788.11,47356.98,12983
2023-01-08 09:00:00,47539.0,48539.78,47539.0,47979.11,7385
2023-01-08 10:00:00,48302.33,48699.52,47642.11,47935.98,6575
2023-01-08 11:00:00,48702.27,50247.65,48702.27,49062.27,10993
2023-01-08 12:00:00,49185.07,49474.81,49185.07,49376.06,8260
2023-01-08 13:00:00,49224.33,49528.16,48415.62,49094.04,6711
2023-01-08 14:00:00,48826.31,48826.31,48631.39,48728.85,8109
2023-01-08 15:00:00,49163.15,49245.68,48619.82,48984.73,9696
2023-01-08 16:00:00,49165.89,49303.49,48861.75,48959.67,10949
2023-01-08 17:00:00,49211.09,49362.3,49211.09,49309.71,8846
2023-01-08 18:00:00,49471.77,49664.57,48389.67,49565.44,4990
2023-01-08 19:00:00,49747.2,49747.2,49331.06,49601.8,5856
2023-01-08 20:00:00,49424.03,49424.03,49096.85,49325.38,8564
2023-01-08 21:00:00,48881.22,48881.22,47898.61,48782.29,5033
2023-01-08 22:00:00,48802.06,48802.06,48174.44,48671.1,17158
2023-01-08 23:00:00,48979.85,49176.16,48979.85,49078.0,7558
2023-01-09 00:00:00,49132.16,50409.74,49132.16,49230.63,12412
2023-01-09 01:00:00,48969.42,49103.99,48610.1,48797.02,9382
2023-01-09 02:00:00,48973.15,49446.75,48715.07,48933.96,11264
2023-01-09 03:00:00,48903.2,49254.05,48230.13,49155.74,8765
2023-01-09 04:00:00,49034.74,49212.95,48301.37,48869.12,13946
2023-01-09 05:00:00,48872.57,49233.5,48439.17,48999.36,15319
2023-01-09 06:00:00,48993.68,49412.21,48993.68,49091.86,13742
