time,open,high,low,close,volume
2023-01-01 00:00:00,3000.0,3006.0,2994.0,3000.0,5411
2023-01-01 01:00:00,3015.04,3070.1,2984.7,2995.72,11510
2023-01-01 02:00:00,3009.47,3040.2,3009.47,3015.5,9151
2023-01-01 03:00:00,3015.42,3119.08,3003.35,3062.35,13850
2023-01-01 04:00:00,3056.33,3109.72,3048.85,3054.96,13116
2023-01-01 05:00:00,3053.67,3053.73,3041.54,3047.64,6363
2023-01-01 06:00:00,3089.5,3102.96,3089.5,3096.76,18268
2023-01-01 07:00:00,3113.47,3127.23,3113.47,3120.99,8730
2023-01-01 08:00:00,3130.15,3193.79,3043.75,3106.01,11684
2023-01-01 09:00:00,3116.96,3131.44,3116.96,3123.21,16600
2023-01-01 10:00:00,3161.05,3207.55,3101.35,3108.47,9609
2023-01-01 11:00:00,3101.34,3121.61,3087.55,3093.74,6687
2023-01-01 12:00:00,3095.27,3107.68,3095.27,3101.47,9552
2023-01-01 13:00:00,3047.13,3047.13,3034.97,3041.05,8715
2023-01-01 14:00:00,3010.07,3010.07,2931.04,2987.69,15796
2023-01-01 15:00:00,2990.9,2998.76,2967.67,2970.76,9197
2023-01-01 16:00:00,2973.9,3037.2,2895.7,2940.34,10935
2023-01-01 17:00:00,2944.23,3003.62,2944.23,2950.13,11020
2023-01-01 18:00:00,2926.69,2946.32,2814.75,2923.14,8390
2023-01-01 19:00:00,2887.14,2887.14,2820.9,2881.38,10106
2023-01-01 20:00:00,2880.74,2930.78,2861.04,2924.93,4896
2023-01-01 21:00:00,2920.26,2920.26,2912.65,2918.64,6272
2023-01-01 22:00:00,2906.78,2939.71,2866.7,2921.09,12708
2023-01-01 23:00:00,2909.16,2974.65,2872.61,2879.03,11130
2023-01-02 00:00:00,2912.43,2912.43,2857.77,2863.5,8746
2023-01-02 01:00:00,2884.78,2886.7,2861.52,2867.25,5740
2023-01-02 02:00:00,2842.44,2842.44,2828.41,2834.08,12532
2023-01-02 03:00:00,2851.2,2851.2,2793.9,2845.51,12567
2023-01-02 04:00:00,2834.28,2834.28,2811.51,2828.62,11889
2023-01-02 05:00:00,2805.24,2826.35,2786.26,2820.71,14037
2023-01-02 06:00:00,2809.52,2809.52,2798.3,2803.91,10788
2023-01-02 07:00:00,2857.2,2861.19,2857.2,2857.46,14539
2023-01-02 08:00:00,2872.43,2879.47,2825.67,2857.58,14839
2023-01-02 09:00:00,2832.87,2832.87,2821.56,2827.22,10995
2023-01-02 10:00:00,2840.71,2903.03,2818.62,2851.42,9099
2023-01-02 11:00:00,2821.98,2821.98,2765.75,2816.35,7605
2023-01-02 12:00:00,2835.12,2899.51,2817.22,2822.86,10605
2023-01-02 13:00:00,2785.96,2785.96,2709.12,2766.96,11589
2023-01-02 14:00:00,2758.58,2761.52,2724.63,2730.1,10125
2023-01-02 15:00:00,2727.53,2757.85,2689.63,2736.24,11778
2023-01-02 16:00:00,2751.98,2763.01,2751.98,2757.49,14145
2023-01-02 17:00:00,2744.75,2798.65,2731.09,2762.96,5535
2023-01-02 18:00:00,2762.18,2765.88,2754.84,2760.36,14221
2023-01-02 19:00:00,2750.46,2758.08,2747.07,2752.57,7513
2023-01-02 20:00:00,2715.47,2715.47,2676.5,2711.69,9533
2023-01-02 21:00:00,2704.81,2704.81,2687.05,2692.43,14749
2023-01-02 22:00:00,2675.89,2717.47,2675.11,2680.47,10549
2023-01-02 23:00:00,2704.69,2742.5,2704.69,2710.11,14653
2023-01-03 00:00:00,2715.93,2725.79,2698.87,2720.35,14281
2023-01-03 01:00:00,2674.34,2674.34,2660.82,2672.14,7162
2023-01-03 02:00:00,2646.51,2754.48,2638.37,2681.78,10698
2023-01-03 03:00:00,2691.85,2748.13,2666.7,2672.04,10497
2023-01-03 04:00:00,2641.85,2656.31,2584.94,2654.42,10858
2023-01-03 05:00:00,2666.51,2732.48,2666.51,2671.86,16243
2023-01-03 06:00:00,2687.77,2722.26,2687.77,2700.84,18789
2023-01-03 07:00:00,2685.02,2757.09,2680.58,2727.37,15711
2023-01-03 08:00:00,2699.45,2710.27,2699.45,2704.86,15476
2023-01-03 09:00:00,2702.49,2725.01,2693.93,2697.22,17805
2023-01-03 10:00:00,2674.04,2744.09,2662.46,2707.26,11201
2023-01-03 11:00:00,2706.51,2743.3,2664.58,2735.14,8863
2023-01-03 12:00:00,2731.28,2731.28,2717.28,2722.73,13340
2023-01-03 13:00:00,2723.59,2724.0,2713.12,2718.56,6767
2023-01-03 14:00:00,2712.98,2712.98,2683.47,2688.85,6474
2023-01-03 15:00:00,2666.23,2666.23,2600.71,2657.06,11906
2023-01-03 16:00:00,2658.76,2681.29,2658.76,2680.12,10427
2023-01-03 17:00:00,2695.38,2723.65,2653.48,2718.21,9285
2023-01-03 18:00:00,2722.59,2732.17,2711.78,2717.21,7101
2023-01-03 19:00:00,2722.59,2751.56,2713.58,2746.07,8384
2023-01-03 20:00:00,2751.67,2762.7,2751.67,2757.19,8053
2023-01-03 21:00:00,2747.46,2826.18,2729.96,2740.01,14391
2023-01-03 22:00:00,2742.65,2761.64,2728.48,2751.1,8334
2023-01-03 23:00:00,2782.12,2800.86,2782.12,2795.27,10269
2023-01-04 00:00:00,2811.03,2818.48,2789.64,2795.23,9102
2023-01-04 01:00:00,2835.21,2870.69,2835.21,2840.89,8747
2023-01-04 02:00:00,2771.47,2771.47,2760.4,2765.94,9320
2023-01-04 03:00:00,2753.81,2795.76,2725.88,2790.18,14813
2023-01-04 04:00:00,2800.36,2830.88,2762.07,2793.66,13207
2023-01-04 05:00:00,2787.84,2787.84,2719.98,2786.19,9739
2023-01-04 06:00:00,2790.09,2795.47,2784.31,2789.89,11432
2023-01-04 07:00:00,2754.01,2754.01,2728.9,2734.37,11002
2023-01-04 08:00:00,2734.83,2734.83,2697.26,2729.37,5470
2023-01-04 09:00:00,2719.14,2784.73,2706.74,2740.47,11240
2023-01-04 10:00:00,2740.54,2788.52,2740.54,2782.95,10081
2023-01-04 11:00:00,2774.92,2774.92,2763.84,2769.38,5506
2023-01-04 12:00:00,2776.9,2778.35,2742.18,2747.67,8640
2023-01-04 13:00:00,2740.23,2740.23,2695.86,2734.76,7025
2023-01-04 14:00:00,2732.03,2765.02,2690.96,2761.49,7246
2023-01-04 15:00:00,2765.51,2788.84,2735.36,2771.92,13993
2023-01-04 16:00:00,2760.36,2832.16,2645.26,2758.13,9167
2023-01-04 17:00:00,2744.58,2801.31,2696.84,2773.83,10952
2023-01-04 18:00:00,2779.99,2789.69,2772.27,2777.82,11112
2023-01-04 19:00:00,2800.42,2823.06,2800.42,2806.49,5163
2023-01-04 20:00:00,2791.35,2860.47,2686.99,2787.53,9406
2023-01-04 21:00:00,2787.14,2815.75,2646.16,2779.37,12860
2023-01-04 22:00:00,2775.19,2819.03,2732.13,2769.41,8398
2023-01-04 23:00:00,2734.69,2734.69,2678.8,2729.23,11505
2023-01-05 00:00:00,2733.22,2752.32,2733.22,2738.7,12476
2023-01-05 01:00:00,2727.0,2791.6,2667.16,2747.17,9674
2023-01-05 02:00:00,2755.77,2755.77,2712.58,2748.46,18352
2023-01-05 03:00:00,2758.92,2758.92,2738.27,2743.03,5878
2023-01-05 04:00:00,2713.85,2713.85,2699.18,2704.58,7039
2023-01-05 05:00:00,2692.3,2694.74,2683.63,2694.17,18819
2023-01-05 06:00:00,2691.28,2691.28,2631.37,2685.91,13261
2023-01-05 07:00:00,2673.8,2673.8,2659.78,2665.11,15879
2023-01-05 08:00:00,2669.97,2692.38,2656.64,2661.97,12999
2023-01-05 09:00:00,2679.56,2679.56,2646.48,2674.21,16126
2023-01-05 10:00:00,2721.49,2732.4,2721.49,2726.94,8194
2023-01-05 11:00:00,2733.1,2752.92,2727.58,2733.04,9086
2023-01-05 12:00:00,2738.67,2770.83,2718.41,2741.44,15280
2023-01-05 13:00:00,2735.12,2746.08,2735.12,2740.6,14600
2023-01-05 14:00:00,2693.57,2693.57,2631.03,2688.19,11265
2023-01-05 15:00:00,2685.67,2694.09,2630.11,2688.71,7007
2023-01-05 16:00:00,2688.21,2697.0,2688.21,2691.61,11437
2023-01-05 17:00:00,2746.12,2830.54,2746.12,2760.56,18801
2023-01-05 18:00:00,2761.89,2761.89,2750.87,2756.38,13050
2023-01-05 19:00:00,2760.58,2828.01,2760.58,2766.11,14026
2023-01-05 20:00:00,2766.73,2821.66,2760.83,2766.36,8071
2023-01-05 21:00:00,2750.67,2750.67,2729.14,2734.61,9047
2023-01-05 22:00:00,2748.08,2789.16,2705.13,2767.77,8188
2023-01-05 23:00:00,2782.04,2831.44,2733.73,2790.2,11175
2023-01-06 00:00:00,2808.29,2819.54,2808.29,2813.91,12647
2023-01-06 01:00:00,2794.59,2794.59,2708.64,2789.01,8876
2023-01-06 02:00:00,2824.51,2896.74,2824.51,2830.17,16587
2023-01-06 03:00:00,2796.52,2796.52,2774.68,2790.94,8257
2023-01-06 04:00:00,2799.92,2814.58,2799.92,2808.97,10057
2023-01-06 05:00:00,2842.51,2972.89,2842.51,2873.08,13831
2023-01-06 06:00:00,2865.84,2865.84,2839.65,2845.34,9661
2023-01-06 07:00:00,2824.55,2835.87,2824.55,2830.21,13516
2023-01-06 08:00:00,2828.76,2840.1,2828.76,2834.43,6979
2023-01-06 09:00:00,2828.22,2854.17,2815.55,2821.2,12567
2023-01-06 10:00:00,2783.47,2783.47,2714.55,2777.91,9444
2023-01-06 11:00:00,2765.09,2786.79,2743.73,2781.23,9792
2023-01-06 12:00:00,2757.93,2757.93,2751.56,2752.43,15186
2023-01-06 13:00:00,2768.46,2793.0,2761.55,2767.08,8921
2023-01-06 14:00:00,2748.01,2748.01,2737.04,2742.52,10530
2023-01-06 15:00:00,2754.13,2792.92,2753.2,2787.35,14246
2023-01-06 16:00:00,2795.28,2807.34,2760.98,2766.51,10937
2023-01-06 17:00:00,2759.87,2759.87,2753.34,2758.85,11194
2023-01-06 18:00:00,2755.6,2788.8,2747.35,2783.23,8250
2023-01-06 19:00:00,2784.61,2790.89,2685.88,2749.73,11057
2023-01-06 20:00:00,2753.25,2763.13,2731.1,2757.61,11462
2023-01-06 21:00:00,2790.29,2801.47,2790.29,2795.88,10141
2023-01-06 22:00:00,2770.13,2770.13,2745.99,2751.49,8931
2023-01-06 23:00:00,2763.69,2763.69,2736.15,2758.17,11993
2023-01-07 00:00:00,2763.31,2772.51,2733.75,2766.97,7669
2023-01-07 01:00:00,2784.98,2796.14,2784.98,2790.56,13449
